店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
福祥居,中里見町,027-374-5608,飲食店,,36.368881,138.905396,town,gsi
ふくちゃん,新保町,,飲食店,,36.3479,139.040588,town,gsi
福ベーグル 高崎店,中居町,027-384-4829,飲食店,,36.320415,139.037994,town,gsi
福舞十兵衛,宮元町,,飲食店,,36.322605,139.005295,town,gsi
冨士久食堂,中里見町,027-374-0343,飲食店,,36.368881,138.905396,town,gsi
藤花庵,上豊岡町,027-327-8005,飲食店,,36.338272,138.966644,town,gsi
フジビタイ,本町,070-1479-5723,飲食店,,36.33099,139.00386,town,gsi
双葉,吉井町吉井川,027-387-2030,飲食店,,36.249817,138.988113,town,gsi
二葉,新町,0274-42-0034,飲食店,,36.272076,139.111679,town,gsi
フュージョンレストラン オー・ドゥ・ピュール,栄町,027-329-6663,飲食店,,36.320877,139.015915,town,gsi
プライムスターコーヒーマーケット,棟高町,080-7793-3735,飲食店,,36.385422,139.006836,town,gsi
フライングガーデン 高崎上小塙店,上小塙町,027-340-7300,飲食店,,36.355717,138.977493,town,gsi
フライングガーデン 高崎菅谷店,菅谷町,027-310-0100,飲食店,,36.378056,139.015472,town,gsi
フラゴラ,八島町,070-1494-1515,飲食店,OPA,36.32185,139.0112,town,gsi
ブラジル グリル,鞘町,027-386-5990,飲食店,,36.325302,139.00563,town,gsi
フランス料理 パリの朝市,岩鼻町,027-347-4765,飲食店,,36.294327,139.080795,town,gsi
フランス料理 リラダン,上大類町,027-325-0020,飲食店,,36.336403,139.033966,town,gsi
プランタン,片岡町,027-323-3410,飲食店,,36.320522,138.996811,town,gsi
フリークストーリー,鶴見町,027-327-2912,飲食店,,36.319473,139.010803,town,gsi
フルーツ＆ケーキ room's,鞘町,027-324-7272,飲食店,,36.325302,139.00563,town,gsi
フルール・アンジェリーナ,下里見町,027-343-3594,飲食店,,36.359371,138.918839,town,gsi
ple cafe,箕郷町下芝,027-381-8313,飲食店,,36.3759,138.961197,town,gsi
ぶるまん,柳川町,090-1425-3430,飲食店,,36.328556,139.002365,town,gsi
PRECIOUS BUFFET,棟高町,027-310-4012,飲食店,イオンモール,36.385422,139.006836,town,gsi
ブレッドガーデン,棟高町,027-310-9544,飲食店,イオンモール,36.385422,139.006836,town,gsi
French toast cafe 'Le Bois',引間町,0270-32-9838,飲食店,,36.394512,139.010437,town,gsi
フレンチ食堂 エッグチキン,宮元町,090-3247-1315,飲食店,,36.322605,139.005295,town,gsi
ブロンコビリー高崎店,上中居町,027-324-0029,飲食店,,36.31897,139.030075,town,gsi
プロント,八島町,027-386-9505,飲食店,モントレー,36.32185,139.0112,town,gsi
bake shop HELLO,吉井町吉井,,飲食店,,36.258095,138.986023,town,gsi
平尚庵,上並榎町,027-361-0656,飲食店,,36.340405,138.986862,town,gsi
ベッドフォードマーケット,八島町,027-386-6363,飲食店,モントレー,36.32185,139.0112,town,gsi
Pepper Lunch,棟高町,027-372-7329,飲食店,イオンモール,36.385422,139.006836,town,gsi
紅虎菜舗,棟高町,027-310-9054,飲食店,イオンモール,36.385422,139.006836,town,gsi
PORKTAVE,中豊岡町,,飲食店,,36.336853,138.973557,town,gsi
ほでり,栄町,027-326-6000,飲食店,,36.320877,139.015915,town,gsi
ほのか,高砂町,090-4056-7797,飲食店,,36.332775,139.010437,town,gsi
ポムの樹,棟高町,027-386-3443,飲食店,イオンモール,36.385422,139.006836,town,gsi
ポリス,田町,027-325-4641,飲食店,,36.32732,139.006653,town,gsi
ホルモンぐう,福島町,027-372-8989,飲食店,,36.367016,139.000336,town,gsi
ホルモンさわ 中央銀座店,寄合町,027-322-4766,飲食店,,36.327801,139.005157,town,gsi
ほるもん まつ井,菊地町,027-388-9165,飲食店,,36.361279,138.964783,town,gsi
ホルモン まつき屋,箕郷町下芝,027-333-4768,飲食店,,36.3759,138.961197,town,gsi
ホルモンさわ石原店,石原町,027-386-5223,飲食店,,36.305721,138.99585,town,gsi
ホルモンさわ 上中居店,上中居町,027-335-6733,飲食店,,36.31897,139.030075,town,gsi
ホルモンしま田 高崎店,宮元町,027-393-6494,飲食店,,36.322605,139.005295,town,gsi
ホルモンしま田高前バイパス小八木店,小八木町,,飲食店,,36.36195,139.014374,town,gsi
ホルモン大学,砂賀町,027-345-8787,飲食店,,36.32312,139.008682,town,gsi
ホルモンひろ,上並榎町,080-4956-1925,飲食店,,36.340405,138.986862,town,gsi
ボンジョルノ クッチーナ店,西島町,027-352-1255,飲食店,,36.342258,139.047516,town,gsi
ボンジョルノ チャオ！ ペリフェリエ店,並榎町,027-360-3200,飲食店,,36.338478,138.992172,town,gsi
ボンジョルノ 本店,筑縄町,027-362-7722,飲食店,,36.352173,138.987961,town,gsi
ボンジョルノ スズラン高崎店,鞘町,027-381-8678,飲食店,スズラン高崎,36.325302,139.00563,town,gsi
本場インド料理 スターサンジ 高崎店,飯塚町,027-386-3394,飲食店,,36.341881,139.006836,town,gsi
pompette,北通町,027-386-9845,飲食店,,36.32822,139.008347,town,gsi
舞,通町,090-1434-0031,飲食店,,36.324619,139.009384,town,gsi
まいどおおきに高崎貝沢食堂,貝沢町,027-364-6340,飲食店,,36.34441,139.023041,town,gsi
マガッヅィーノ,問屋町,027-364-1447,飲食店,,36.348717,139.008499,town,gsi
マカロニ,箕郷町上芝,027-335-9527,飲食店,,36.386776,138.959167,town,gsi
McDonald's,棟高町,027-310-9176,飲食店,イオンモール,36.385422,139.006836,town,gsi
マクドナルド,八島町,027-386-4177,飲食店,モントレー,36.32185,139.0112,town,gsi
マクドナルド17号高崎店,緑町,027-363-1031,飲食店,,36.350552,139.002823,town,gsi
マクドナルド354高崎店,上中居町,027-353-3528,飲食店,,36.31897,139.030075,town,gsi
マクドナルド倉賀野西店,倉賀野町,027-347-0520,飲食店,,36.298168,139.057709,town,gsi
マクドナルド高崎小塙町店,下小塙町,027-340-7191,飲食店,,36.350662,138.972992,town,gsi
まぐろや本店,中居町,027-333-2980,飲食店,,36.320415,139.037994,town,gsi
孫太郎むらさき,上中居町,,飲食店,,36.31897,139.030075,town,gsi
まさか,乗附町,027-326-4565,飲食店,,36.318325,138.970718,town,gsi
MADAME SUCRE,上並榎町,070-1454-0707,飲食店,,36.340405,138.986862,town,gsi
マチエール パスタラウンジ,九蔵町,050-5536-8799,飲食店,,36.330132,139.007263,town,gsi
Machi中華 あめのちはれ,江木町,070-2354-8983,飲食店,,36.331066,139.020416,town,gsi
松居屋珈琲,新町,050-8881-2481,飲食店,,36.272076,139.111679,town,gsi
松風,石原町,027-322-5400,飲食店,,36.305721,138.99585,town,gsi
松島軒,若松町,027-325-6878,飲食店,,36.318119,139.004517,town,gsi
まったり居酒屋 豆亀,連雀町,027-327-0147,飲食店,,36.324718,139.007156,town,gsi
松美家,台町,027-322-4863,飲食店,,36.334923,138.999176,town,gsi
松家,新町,0274-42-3118,飲食店,,36.272076,139.111679,town,gsi
松屋珈琲,下中居町,027-326-9956,飲食店,,36.311886,139.038788,town,gsi
まてんろう,吉井町下長根,027-387-6917,飲食店,,36.249714,138.976486,town,gsi
丸亀製麺,八島町,027-326-7767,飲食店,イーサイト,36.32185,139.0112,town,gsi
MARCO,菅谷町,027-387-0881,飲食店,,36.378056,139.015472,town,gsi
まるこう,高関町,027-388-1233,飲食店,,36.325771,139.027115,town,gsi
丸晴,下室田町,027-374-0185,飲食店,,36.407383,138.892914,town,gsi
丸直,新町,0274-42-0956,飲食店,,36.272076,139.111679,town,gsi
丸義,上里見町,027-374-0123,飲食店,,36.378292,138.858521,town,gsi
マロリーポークステーキ (5/1 OPEN),八島町,,飲食店,OPA,36.32185,139.0112,town,gsi
萬年家,下室田町,027-374-0042,飲食店,,36.407383,138.892914,town,gsi
萬来軒,請地町,027-322-4686,飲食店,,36.33432,139.003326,town,gsi
三喜屋そば店,南新波町,027-343-4751,飲食店,,36.360313,138.972488,town,gsi
みくに食堂,棟高町,027-373-0550,飲食店,,36.385422,139.006836,town,gsi
mico café,山名町,027-395-0399,飲食店,,36.279461,139.029343,town,gsi
味里,中居町,027-352-2235,飲食店,,36.320415,139.037994,town,gsi
みさとシニアふれあい広場,箕郷町生原,027-371-4499,飲食店,,36.39695,138.970367,town,gsi
味生庵,足門町,027-373-1132,飲食店,,36.398323,138.991531,town,gsi
三杉屋,榛名山町,027-374-9047,飲食店,,36.44405,138.844162,town,gsi
水沢うどん 水香苑,八島町,027-386-6234,飲食店,モントレー,36.32185,139.0112,town,gsi
ミスタードーナツ,八島町,027-322-3343,飲食店,モントレー,36.32185,139.0112,town,gsi
ミスタードーナツ,棟高町,027-310-9166,飲食店,イオンモール,36.385422,139.006836,town,gsi
ミスタードーナツ 高崎小鳥町ショップ,下小鳥町,027-362-9414,飲食店,,36.353416,138.996078,town,gsi
ミスタードーナツ 高崎東ショップ,高関町,027-325-8636,飲食店,,36.325771,139.027115,town,gsi
水村園,本町,027-322-3213,飲食店,,36.33099,139.00386,town,gsi
三二五商店,矢中町,,飲食店,,36.310818,139.050934,town,gsi
みどりや,石原町,027-323-3230,飲食店,,36.305721,138.99585,town,gsi
MINORU cafe,吉井町吉井,050-8884-9019,飲食店,,36.258095,138.986023,town,gsi
みやこ食堂,吉井町吉井川,027-387-2304,飲食店,,36.249817,138.988113,town,gsi
美ゆき食堂,新町,0274-42-1337,飲食店,,36.272076,139.111679,town,gsi
MIRAIカフェ,三ツ寺町,090-5506-4726,飲食店,,36.376621,138.993683,town,gsi
ミルウェイ,井野町,027-395-4106,飲食店,,36.355373,139.02652,town,gsi
みるく工房 タンポポ 牧場店,鼻高町,027-310-3011,飲食店,,36.323647,138.952499,town,gsi
民芸レストラン 西邑,上豊岡町,027-343-3247,飲食店,,36.338272,138.966644,town,gsi
武蔵野うどんっ かみつけ製麺店,菅谷町,027-395-0255,飲食店,,36.378056,139.015472,town,gsi
越後秘蔵麺 無尽蔵,棟高町,027-395-0630,飲食店,イオンモール,36.385422,139.006836,town,gsi
銘酒SALON KOKORO,旭町,027-326-8886,飲食店,,36.325901,139.011627,town,gsi
MADE MY DAY,江木町,027-384-6818,飲食店,,36.331066,139.020416,town,gsi
目利きの銀次 高崎西口駅前店,鶴見町,027-321-8988,飲食店,,36.319473,139.010803,town,gsi
melt,日高町,080-3489-4768,飲食店,,36.359898,139.034042,town,gsi
麺工房 しゅはり屋,上中居町,027-395-0075,飲食店,,36.31897,139.030075,town,gsi
麺蔵 高崎東口店,栄町,027-327-9188,飲食店,,36.320877,139.015915,town,gsi
麺処 志庵,問屋町西,0273-95-0840,飲食店,,36.349506,139.005585,town,gsi
麺処 湊生,八島町,027-395-4586,飲食店,,36.32185,139.0112,town,gsi
麵処 彼方此方,岩鼻町,027-346-6922,飲食店,,36.294327,139.080795,town,gsi
麺処 めの娘,問屋町,027-363-8208,飲食店,,36.348717,139.008499,town,gsi
麺場 田所商店高崎店,飯塚町,027-329-5997,飲食店,,36.341881,139.006836,town,gsi
麺八,矢中町,,飲食店,,36.310818,139.050934,town,gsi
めんぼう山本,浜川町,027-344-0324,飲食店,,36.369167,138.980423,town,gsi
麺屋 博多弁天堂,棟高町,027-388-9554,飲食店,イオンモール,36.385422,139.006836,town,gsi
麵家 匠,あら町,027-326-2520,飲食店,,36.322086,139.007858,town,gsi
麵屋 福籠,通町,027-381-6615,飲食店,,36.324619,139.009384,town,gsi
麺屋承太郎,岩押町,080-5031-1062,飲食店,,36.322388,139.021149,town,gsi
麺屋にじ丸,島野町,,飲食店,,36.337391,139.063797,town,gsi
麵屋はる,問屋町,027-388-8906,飲食店,,36.348717,139.008499,town,gsi
モスバーガー,八島町,027-310-5077,飲食店,イーサイト,36.32185,139.0112,town,gsi
モスバーガー群馬町店,菅谷町,027-373-7727,飲食店,,36.378056,139.015472,town,gsi
モスバーガー高崎中居店,矢中町,027-352-8000,飲食店,,36.310818,139.050934,town,gsi
モスバーガー高崎高関店,高関町,027-323-3171,飲食店,,36.325771,139.027115,town,gsi
モスバーガー高崎豊岡店,上豊岡町,027-328-5191,飲食店,,36.338272,138.966644,town,gsi
モスバーガー高崎並榎店,並榎町,027-361-1646,飲食店,,36.338478,138.992172,town,gsi
Modern Japanese Kitchen SHA,鞘町,027-329-6772,飲食店,,36.325302,139.00563,town,gsi
もつ鍋わっか,飯塚町,090-7735-3056,飲食店,,36.341881,139.006836,town,gsi
monue,上小塙町,027-381-5088,飲食店,,36.355717,138.977493,town,gsi
Momiの木,和田町,090-6034-2277,飲食店,,36.316555,139.0112,town,gsi
桃カフェ ファランドール,下大島町,027-343-4080,飲食店,,36.352768,138.940659,town,gsi
森のレストランころむす,綿貫町,027-346-5500,飲食店,,36.307713,139.076248,town,gsi
もんじゃ おしお,問屋町西,027-364-2580,飲食店,,36.349506,139.005585,town,gsi
八栄鮨,岩鼻町,027-346-1889,飲食店,,36.294327,139.080795,town,gsi
館,本郷町,027-343-6655,飲食店,,36.364155,138.939362,town,gsi
やきとり はるちゃん,下横町,027-323-9967,飲食店,,36.320877,139.006271,town,gsi
やきとり・とん ひろし,通町,027-321-4811,飲食店,,36.324619,139.009384,town,gsi
焼鳥酒場かっくんち,飯塚町,,飲食店,,36.341881,139.006836,town,gsi
やきとり”ささき”,通町,027-322-4634,飲食店,,36.324619,139.009384,town,gsi
やきとり清水,連雀町,027-388-9129,飲食店,,36.324718,139.007156,town,gsi
やき鶏 やまちゃん,鞘町,090-3450-0963,飲食店,,36.325302,139.00563,town,gsi
やきとり やまもと,田町,027-321-5589,飲食店,,36.32732,139.006653,town,gsi
やきトン酒場ぐーたら,上並榎町,027-384-3955,飲食店,,36.340405,138.986862,town,gsi
焼肉 箕輪亭,浜川町,027-344-4101,飲食店,,36.369167,138.980423,town,gsi
焼肉 仁大,問屋町,027-363-1492,飲食店,,36.348717,139.008499,town,gsi
焼肉 大邱苑,新町,0274-42-5621,飲食店,,36.272076,139.111679,town,gsi
焼肉炎亭,剣崎町,,飲食店,,36.344723,138.95549,town,gsi
焼肉オオギヤ,中里見町,027-374-1602,飲食店,,36.368881,138.905396,town,gsi
ヤキニクガーデン ミートマン,飯塚町,027-387-0209,飲食店,,36.341881,139.006836,town,gsi
焼肉酒家 てっしん。,あら町,027-386-8629,飲食店,,36.322086,139.007858,town,gsi
焼肉手打ちそば 榮養亭,倉賀野町,027-346-6100,飲食店,,36.298168,139.057709,town,gsi
焼肉トラジ,八島町,027-310-2929,飲食店,OPA,36.32185,139.0112,town,gsi
焼肉屋・ごぜん屋,栄町,050-5593-6731,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
焼肉利伸,正観寺町,027-364-4007,飲食店,,36.371819,139.018997,town,gsi
焼肉レストラン びーふ苑,吉井町池,027-387-6958,飲食店,,36.268402,138.993073,town,gsi
焼肉レストラン 安楽亭 高崎貝沢店,貝沢町,027-364-2912,飲食店,,36.34441,139.023041,town,gsi
やきめし屋 植竹,飯塚町,027-368-0743,飲食店,,36.341881,139.006836,town,gsi
弥助鮨,四ツ屋町,027- 322-7771,飲食店,,36.331394,139.001053,town,gsi
弥助鮨本町店,本町,027-326-3633,飲食店,,36.33099,139.00386,town,gsi
安べゑ 高崎駅東口店,栄町,027-310-5580,飲食店,,36.320877,139.015915,town,gsi
屋台らーめん 麺屋大地,下室田町,,飲食店,,36.407383,138.892914,town,gsi
矢中食堂,矢中町,027-347-7781,飲食店,,36.310818,139.050934,town,gsi
柳川美熊野 鉄板ステーキ,柳川町,050-3138-3320,飲食店,,36.328556,139.002365,town,gsi
やはたや,山名町,027-347-4711,飲食店,,36.279461,139.029343,town,gsi
柳川 美熊野,柳川町,050-3138-3320,飲食店,,36.328556,139.002365,town,gsi
山木屋,下室田町,027-374-0046,飲食店,,36.407383,138.892914,town,gsi
和魂,新紺屋町,027-386-9977,飲食店,,36.329159,139.005203,town,gsi
やまなか,倉渕町三ノ倉,027-378-3134,飲食店,,36.420166,138.808609,town,gsi
やまぶき,下大島町,027-343-1144,飲食店,,36.352768,138.940659,town,gsi
八幡とんかつ かめや,若田町,027-343-7151,飲食店,,36.347771,138.938339,town,gsi
遊食彩宴 Sunflower,栄町,027-325-0821,飲食店,,36.320877,139.015915,town,gsi
遊膳美花月,通町,027-386-5313,飲食店,,36.324619,139.009384,town,gsi
euro dining claret,旭町,027-386-9775,飲食店,,36.325901,139.011627,town,gsi
ゆず庵 高崎緑町店,緑町,0501792-6854,飲食店,,36.350552,139.002823,town,gsi
ゆでた亭うどん太郎,下小鳥町,090-9674-2900,飲食店,,36.353416,138.996078,town,gsi
夢 SOBA,柴崎町,090-3534-4897,飲食店,,36.314983,139.056091,town,gsi
よいどころ 千福,新紺屋町,027-333-6814,飲食店,,36.329159,139.005203,town,gsi
陽気軒,吉井町塩川,027-387-7082,飲食店,,36.259811,138.981339,town,gsi
洋食 香味亭,緑町,027-364-0882,飲食店,,36.350552,139.002823,town,gsi
洋食キッチン シャトー,栄町,050-5593-6730,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
洋麺酒場 Naruze,下小鳥町,080-7701-3588,飲食店,,36.353416,138.996078,town,gsi
洋麺亭 高崎店,上大類町,027-395-0190,飲食店,,36.336403,139.033966,town,gsi
洋麺亭 榛名店,神戸町,027-386-5403,飲食店,,36.373501,138.916733,town,gsi
横浜らーめん田村家高崎店,小八木町,027-388-1700,飲食店,,36.36195,139.014374,town,gsi
吉野家 17号線下之城店,下之城,050-1725-6854,飲食店,,36.308746,139.031006,town,gsi
吉野家 高崎飯塚町店,飯塚町,050-17215736,飲食店,,36.341881,139.006836,town,gsi
吉野家 高崎上大類町店,上大類町,050-1784-3980,飲食店,,36.336403,139.033966,town,gsi
吉野家 高崎環状線上豊岡店,上豊岡町,050-1784-5619,飲食店,,36.338272,138.966644,town,gsi
芳村,飯塚町,027-364-4656,飲食店,,36.341881,139.006836,town,gsi
米沢亭 はなれ,上中居町,027-326-9987,飲食店,,36.31897,139.030075,town,gsi
米沢亭 本店,大八木町,027-370-2917,飲食店,,36.36134,138.999573,town,gsi
萬屋高崎矢中店,矢中町,027-386-6978,飲食店,,36.310818,139.050934,town,gsi
らーめん・ぎょーざ たつき,金古町,027-372-5777,飲食店,,36.412426,138.994278,town,gsi
ラーメン赤沼,江木町,090-7171-1874,飲食店,,36.331066,139.020416,town,gsi
ラーメンキングジョー,貝沢町,027-388-1198,飲食店,,36.34441,139.023041,town,gsi
らーめん酒場 福籠,通町,027-323-0860,飲食店,,36.324619,139.009384,town,gsi
らーめん酒場福籠 飯塚町店,飯塚町,027-386-4268,飲食店,,36.341881,139.006836,town,gsi
ラーメン上々,八千代町,090-3201-4073,飲食店,,36.32378,138.993332,town,gsi
らーめんたいむ,倉賀野町,027-347-1616,飲食店,,36.298168,139.057709,town,gsi
ラーメン伝次平,飯塚町,,飲食店,,36.341881,139.006836,town,gsi
ラーメン処そうじゃ屋,栄町,027-387-0160,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
らーめんともや 高崎下之城町,下之城町,027-328-2199,飲食店,,36.308746,139.031006,town,gsi
ラーメンハウス 香雅,新町,0274-42-2050,飲食店,,36.272076,139.111679,town,gsi
ラーメンハウス孫悟空,八千代町,027-325-4690,飲食店,,36.32378,138.993332,town,gsi
ラーメン華吉,吉井町下長根,027-387-7973,飲食店,,36.249714,138.976486,town,gsi
らーめんはやぶさ,日高町,027-395-4028,飲食店,,36.359898,139.034042,town,gsi
ラーメンレストせんや,西島町,027-353-5561,飲食店,,36.342258,139.047516,town,gsi
來來,柳川町,027-326-4265,飲食店,,36.328556,139.002365,town,gsi
羅珈亜樹,白銀町,027-327-4401,飲食店,,36.325912,139.007919,town,gsi
洛楽,竜見町,027-323-2087,飲食店,,36.316463,139.007767,town,gsi
ラ・ターブル・ドゥ・シュエット,江木町,027-386-6752,飲食店,,36.331066,139.020416,town,gsi
lapiece,田町,027-335-6668,飲食店,,36.32732,139.006653,town,gsi
RUBBISH,貝沢町,027-361-3443,飲食店,,36.34441,139.023041,town,gsi
LABIバンケット高崎,栄町,027-326-3053,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
lalu,柳川町,,飲食店,,36.328556,139.002365,town,gsi
LUMBER JACK,下小塙町,027-386-4437,飲食店,,36.350662,138.972992,town,gsi
李さん,片岡町,027-324-8443,飲食店,,36.320522,138.996811,town,gsi
リストランテ・パティスリー シムラ,新保町,027-362-9222,飲食店,,36.3479,139.040588,town,gsi
Ritrovo il mare gina,通町,027-386-2690,飲食店,,36.324619,139.009384,town,gsi
REBOOT COFFEEBAR TAKASAKI,寄合町,,飲食店,,36.327801,139.005157,town,gsi
隆 福園,新町,0274-42-3515,飲食店,,36.272076,139.111679,town,gsi
竜庵,下小塙町,027-344-3400,飲食店,,36.350662,138.972992,town,gsi
料亭 暢神荘,椿町,027-322-4511,飲食店,,36.330818,139.007111,town,gsi
旅館高原,榛名湖町,027-374-9107,飲食店,,36.468887,138.874527,town,gsi
リンガーハット,棟高町,027-360-6272,飲食店,イオンモール,36.385422,139.006836,town,gsi
リンツショコラカフェ,八島町,027-387-0610,飲食店,OPA,36.32185,139.0112,town,gsi
りんでんばーむ 高崎店,新保町,027-350-1535,飲食店,,36.3479,139.040588,town,gsi
RinRen,新紺屋町,027-387-0569,飲食店,,36.329159,139.005203,town,gsi
ル・コワン,飯塚町,027-363-1698,飲食店,,36.341881,139.006836,town,gsi
るるる酒場 葉伽梵,連雀町,027-322-2115,飲食店,,36.324718,139.007156,town,gsi
冷めんの店たかひ 高関店,高関町,027-333-4278,飲食店,,36.325771,139.027115,town,gsi
LEO,行力町,027-395-5691,飲食店,,36.372486,138.969879,town,gsi
レストラン アクアテーブル,飯塚町,027-381-8908,飲食店,,36.341881,139.006836,town,gsi
レストラン バリエ,元島名町,027-352-4312,飲食店,,36.329754,139.062271,town,gsi
レストラン リッシュ,飯塚町,027-364-1400,飲食店,,36.341881,139.006836,town,gsi
レストラン ル・ブラン,藤塚町,027-326-1892,飲食店,,36.334072,138.957794,town,gsi
レストラン いしだ,八千代町,027-323-5040,飲食店,,36.32378,138.993332,town,gsi
Restaurant Olivier,福島町,027-388-0227,飲食店,,36.367016,139.000336,town,gsi
レストラン ココシエール,東町,027-320-7707,飲食店,,36.325928,139.015869,town,gsi
レストラン ポワール,飯塚町,027-362-4533,飲食店,,36.341881,139.006836,town,gsi
レストラン ラ・リューシュ,上豊岡町,027-326-8382,飲食店,,36.338272,138.966644,town,gsi
レストラン リボルノ,貝沢町,027-362-7700,飲食店,,36.34441,139.023041,town,gsi
レストラン レニエール,上和田町,027-322-2341,飲食店,,36.332691,138.997543,town,gsi
レストラン．ロビンソン,倉賀野町,027-347-4077,飲食店,,36.298168,139.057709,town,gsi
レストラン ヴィアンド,八千代町,027-326-6565,飲食店,,36.32378,138.993332,town,gsi
レストラン エスト,上並榎町,027-363-0295,飲食店,,36.340405,138.986862,town,gsi
レストランカフェ カーロ,連雀町,027-326-8688,飲食店,,36.324718,139.007156,town,gsi
レストラン小紋,八千代町,027-323-1661,飲食店,,36.32378,138.993332,town,gsi
レストランバロン,問屋町,027-381-5992,飲食店,,36.348717,139.008499,town,gsi
レストラン ふじや,榛名湖町,027-374-9111,飲食店,,36.468887,138.874527,town,gsi
レストラン マウントクック,箕郷町上芝,027-371-6114,飲食店,,36.386776,138.959167,town,gsi
レッドモンスター 高崎店,問屋町,027-370-6000,飲食店,,36.348717,139.008499,town,gsi
レトロ古民家イタリアンY.cook 1555,下小鳥町,080-7433-1018,飲食店,,36.353416,138.996078,town,gsi
ローストビーフ丼やまと,棟高町,027-388-1419,飲食店,イオンモール,36.385422,139.006836,town,gsi
六曜館,南大類町,027-352-1001,飲食店,,36.32637,139.042358,town,gsi
炉さかいの,通町,027-324-6166,飲食店,,36.324619,139.009384,town,gsi
Rossa,連雀町,027-321-6292,飲食店,,36.324718,139.007156,town,gsi
炉端Bistro ソーレマン,八島町,027-388-8388,飲食店,,36.32185,139.0112,town,gsi
ろばた焼きとり えにし 高崎西口本店,通町,027-386-6898,飲食店,,36.324619,139.009384,town,gsi
和 高しま,通町,027-326-2838,飲食店,,36.324619,139.009384,town,gsi
ワインダイニング クークー,下横町,027-327-6857,飲食店,,36.320877,139.006271,town,gsi
和ごころ いなほ,筑縄町,027-384-2799,飲食店,,36.352173,138.987961,town,gsi
和ごはんとカフェchawan,八島町,027-310-5888,飲食店,OPA,36.32185,139.0112,town,gsi
和食 佐藤,田町,027-388-0280,飲食店,,36.32732,139.006653,town,gsi
和食かねこ,三ツ寺町,027-333-6324,飲食店,,36.376621,138.993683,town,gsi
和食処 かぐら,中泉町,027-373-8800,飲食店,,36.373325,139.000565,town,gsi
和膳 おおつ,吉井町池,027-387-8889,飲食店,,36.268402,138.993073,town,gsi
和膳 八ひろ,連雀町,027-395-4736,飲食店,,36.324718,139.007156,town,gsi
和だし処 和徠,沖町,027-344-9239,飲食店,,36.362854,138.958527,town,gsi
和洋酒菜 どんぐり 本店,連雀町,027-310-5000,飲食店,,36.324718,139.007156,town,gsi
エネルギー・リフォーム・建設,,エネルギー・,エリネフルォギーー・ムリフ・ォ建ー設ム・建設,,,,none,
石川工務店,下中居町,027-346-6940,エネルギー・リフォーム・建設,,36.311886,139.038788,town,gsi
Ichiken,下小塙町,027-344-8418,エネルギー・リフォーム・建設,,36.350662,138.972992,town,gsi
一条工務店群馬 高崎展示場,上並榎町,027-364-0311,エネルギー・リフォーム・建設,,36.340405,138.986862,town,gsi
伊藤ホーム,菅谷町,027-363-6303,エネルギー・リフォーム・建設,,36.378056,139.015472,town,gsi
AGSテクノ,藤塚町,027-384-8081,エネルギー・リフォーム・建設,,36.334072,138.957794,town,gsi
エヌケイ,京目町,027-381-6752,エネルギー・リフォーム・建設,,36.348099,139.056732,town,gsi
エネスタ高崎北,飯塚町,027-364-2441,エネルギー・リフォーム・建設,,36.341881,139.006836,town,gsi
エネスタ高崎西,問屋町,027-361-8531,エネルギー・リフォーム・建設,,36.348717,139.008499,town,gsi
エルテック,行力町,027-343-2010,エネルギー・リフォーム・建設,,36.372486,138.969879,town,gsi
おうちデザイン,井野町,027-329-5305,エネルギー・リフォーム・建設,,36.355373,139.02652,town,gsi
大竹技建総業,吉井町片山,027-387-4390,エネルギー・リフォーム・建設,,36.261852,138.963821,town,gsi
岡建,西島町,027-384-3166,エネルギー・リフォーム・建設,,36.342258,139.047516,town,gsi
荻原設備,石原町,027-322-2281,エネルギー・リフォーム・建設,,36.305721,138.99585,town,gsi
Ｏｈ！庭ｙａ！ 高崎店,飯塚町,0120-28-4141,エネルギー・リフォーム・建設,,36.341881,139.006836,town,gsi
オフィスブレイン,江木町,027-353-8020,エネルギー・リフォーム・建設,,36.331066,139.020416,town,gsi
思高建設,上小塙町,027-343-3655,エネルギー・リフォーム・建設,,36.355717,138.977493,town,gsi
貝沢設備工業,井野町,027-362-3723,エネルギー・リフォーム・建設,,36.355373,139.02652,town,gsi
カザマ技研開発,金古町,027-373-8428,エネルギー・リフォーム・建設,,36.412426,138.994278,town,gsi
金沢屋,矢中町,0120-54-9627,エネルギー・リフォーム・建設,,36.310818,139.050934,town,gsi
金田設備,吉井町長根,027-387-3007,エネルギー・リフォーム・建設,,36.241974,138.960907,town,gsi
ミツウロコヴェッセル高崎店,上豊岡町,027-343-6661,エネルギー・リフォーム・建設,,36.338272,138.966644,town,gsi
関東燃料 大利根店,大沢町,027-353-0265,エネルギー・リフォーム・建設,,36.350918,139.063828,town,gsi
熊井戸工業,江木町,027-322-4187,エネルギー・リフォーム・建設,,36.331066,139.020416,town,gsi
グランドワークス,吉井町岩崎,027-381-5213,エネルギー・リフォーム・建設,,36.277161,138.981689,town,gsi
