店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
讃岐うどん 福泉,吉井町岩崎,027-388-2240,飲食店,,36.270577,138.990533,approx,geocoding.jp
讃岐うどんはなまる Sanuki Udon HANAMARU,棟高町,027-310-9688,飲食店,イオンモール,36.37093,139.008737,approx,geocoding.jp
サブリナ パスタ＆クラムチャウダー,八島町,027-387-0630,飲食店,OPA,36.322966,139.011302,approx,geocoding.jp
SALLY TABLE,上中居町,027-350-7684,飲食店,,36.321979,139.030644,approx,geocoding.jp
三千里,飯塚町,027-363-7668,飲食店,,36.340569,139.008628,approx,geocoding.jp
三代目さんたろう,通町,027-321-6816,飲食店,,36.324454,139.009965,approx,geocoding.jp
SANDY'S CREPE SERVICE,問屋町西,027-361-3767,飲食店,,36.348089,139.00276,approx,geocoding.jp
サンドイッチ専門店pandasan,飯塚町,027ｰ384ｰ4113,飲食店,,36.341881,139.006836,town,gsi
さんぷく,嘉多町,027-322-2920,飲食店,,36.32976,139.001835,approx,geocoding.jp
サンマルクカフェ,棟高町,027-310-9163,飲食店,イオンモール,36.389697,139.006931,approx,geocoding.jp
サンライフ高崎,問屋町,027-361-0098,飲食店,,36.348991,139.0162,approx,geocoding.jp
CM2 CAFE,矢中町,027-388-9135,飲食店,,36.313436,139.048193,approx,geocoding.jp
ＧＧＣ 高崎本店,緑町,027-362-8887,飲食店,,36.352237,139.004634,approx,geocoding.jp
Sii-Maru Cafe,新町,080-6727-3339,飲食店,,36.275103,139.107289,approx,geocoding.jp
シェタカ高崎,栄町,027-321-8108,飲食店,,36.318297,139.014739,approx,geocoding.jp
塩らーめん 小粋,井野町,027-393-6654,飲食店,,36.360807,139.031354,approx,geocoding.jp
自家製麺くろ松,柳川町,,飲食店,,36.327312,139.002732,approx,geocoding.jp
自家焙煎珈琲 楽渢,上中居町,027-388-1590,飲食店,,36.320809,139.033042,approx,geocoding.jp
自家焙煎珈琲の店 きゃらばん,昭和町,027-323-4670,飲食店,,36.335253,139.003399,approx,geocoding.jp
四季彩ダイニング 一,連雀町,027-386-8328,飲食店,,36.325281,139.006927,approx,geocoding.jp
しげ寿司,北新波町,027-343-0154,飲食店,,36.364585,138.97283,approx,geocoding.jp
しずの苺園,上小塙町,,飲食店,,36.355268,138.984363,approx,geocoding.jp
自然堂,旭町,027-368-2058,飲食店,,36.323824,139.010518,approx,geocoding.jp
四川料理 江湖,倉賀野町,027-346-8658,飲食店,,36.3024,139.052904,approx,geocoding.jp
四川料理 福来,栄町,027-386-2675,飲食店,,36.32311,139.015079,approx,geocoding.jp
時代屋 アピタ高崎店,矢中町,027-345-1810,飲食店,,36.309572,139.053858,approx,geocoding.jp
時代屋 うおかつ榛名店,中里見町,090-7413-7099,飲食店,,36.370492,138.904879,approx,geocoding.jp
地鶏らーめん翔鶴 高崎店,棟高町,027-368-0389,飲食店,,36.378803,139.007751,approx,geocoding.jp
支那そば なかじま,飯塚町,027-363-5161,飲食店,,36.340094,139.008547,approx,geocoding.jp
柴崎農園 nofu,柴崎町,027-335-8207,飲食店,,36.308601,139.058461,approx,geocoding.jp
柴楽,田町,080-3605-3133,飲食店,,36.325829,139.007477,approx,geocoding.jp
Jiwal Cafe,引間町,027-388-8712,飲食店,,36.390565,139.018698,approx,geocoding.jp
しみづ食堂,下和田町,027-322-7604,飲食店,,36.315837,139.010031,approx,geocoding.jp
しみず屋,吉井町長根,027-387-7962,飲食店,,36.250343,138.972827,approx,geocoding.jp
JACK POT,通町,027-321-9504,飲食店,,36.324612,139.009495,approx,geocoding.jp
シャトレーゼ LABI1高崎店,栄町,027-331-5008,飲食店,ヤマダデンキ LABI1,36.323184,139.013948,approx,geocoding.jp
JapaneseBarKATSU,あら町,027-329-5708,飲食店,,36.322615,139.0073,approx,geocoding.jp
しゃぶ菜,棟高町,027-310-4004,飲食店,イオンモール,36.390923,139.007054,approx,geocoding.jp
SHABU SHABU SUKIYAKI DINING 金光,栄町,050-5595-3723,飲食店,ヤマダデンキ LABI1,36.32283,139.013699,approx,geocoding.jp
しゃぶしゃぶどん亭 高崎店,緑町,027-363-8999,飲食店,,36.347937,139.000473,approx,geocoding.jp
上海華龍,栄町,027-386-3388,飲食店,ヤマダデンキ LABI1,36.323381,139.013837,approx,geocoding.jp
秀香,上佐野町,027-327-1184,飲食店,,36.307423,139.020484,approx,geocoding.jp
十八番,下小鳥町,027-361-8570,飲食店,,36.357167,138.992207,approx,geocoding.jp
周麺 環七ラーメン,鞘町,090-1699-8355,飲食店,,36.326213,139.005694,approx,geocoding.jp
酒悦 巧,八幡町,027-393-6729,飲食店,,36.337936,138.960499,approx,geocoding.jp
酒悦 七,通町,027-327-0571,飲食店,,36.325538,139.008498,approx,geocoding.jp
酒肴 フォンティーナ,田町,027-386-2344,飲食店,,36.327798,139.006199,approx,geocoding.jp
旬菜料理 秀,下室田町,090-4942-6021,飲食店,,36.380317,138.899909,approx,geocoding.jp
じゅんず,剣崎町,027-344-6078,飲食店,,36.341968,138.9574,approx,geocoding.jp
旬鮮魚菜くじら,東貝沢町,027-370-5800,飲食店,,36.348446,139.031118,approx,geocoding.jp
旬鮮酒房 華暖,足門町,027-388-8482,飲食店,,36.39606,138.997886,approx,geocoding.jp
純手打そば処 真人,柴崎町,027-353-4656,飲食店,,36.31017,139.056626,approx,geocoding.jp
SHOGUNBURGER TAKASAKI,緑町,027-387-0035,飲食店,,36.351262,139.010546,approx,geocoding.jp
上州山賊麺 大大坊,通町,027-327-9083,飲食店,,36.323583,139.009468,approx,geocoding.jp
上州地鶏 鶏yasu,金井淵町,027-386-3901,飲食店,,36.350527,138.95554,approx,geocoding.jp
上州食彩 くりあ,飯塚町,027-370-7030,飲食店,,36.344844,139.009308,approx,geocoding.jp
上州長屋酒房 一福,通町,027-315-8882,飲食店,,36.323768,139.009273,approx,geocoding.jp
上州ホルモン,上小塙町,027-343-1929,飲食店,,36.36068,138.98357,approx,geocoding.jp
上州もつ煮食堂 乞和家,八幡原町,027-387-0126,飲食店,,36.302798,139.085649,approx,geocoding.jp
焼酎天国 おかだ家,あら町,027-322-5110,飲食店,,36.323684,139.007983,approx,geocoding.jp
庄や 高崎西口店,八島町,027-328-8833,飲食店,,36.321509,139.011448,approx,geocoding.jp
松龍苑,箕郷町西明屋,027-371-5226,飲食店,,36.390964,138.957778,approx,geocoding.jp
食彩 ふじ京,東貝沢町,027-350-7000,飲食店,,36.341572,139.0349,approx,geocoding.jp
食彩々 元気丸亭,新町,0274-43-0111,飲食店,,36.271432,139.106651,approx,geocoding.jp
食彩亭 たどおし,並榎町,027-327-0125,飲食店,,36.334611,138.996216,approx,geocoding.jp
食事処 味里,箕郷町上芝,027-371-0471,飲食店,,36.388052,138.963899,approx,geocoding.jp
食事処 雄,上小鳥町,027-381-6561,飲食店,,36.357644,138.991616,approx,geocoding.jp
食事の店 廣,中豊岡町,090-3907-1843,飲食店,,36.3305,138.974325,approx,geocoding.jp
食亭つかさ,足門町,027-373-0295,飲食店,,36.398449,138.99822,approx,geocoding.jp
食屋敷 彩,箕郷町上芝,027-371-8680,飲食店,,36.385918,138.96038,approx,geocoding.jp
ショットバー ムーンラビット,通町,027-327-9078,飲食店,,36.32376,139.010177,approx,geocoding.jp
白樺亭,榛名湖町,027-374-9031,飲食店,,36.471612,138.860475,approx,geocoding.jp
シルクロード石原店,石原町,027-323-3821,飲食店,,36.308411,139.000911,approx,geocoding.jp
次郎長鮨,中居町,027-352-3851,飲食店,,36.31486,139.043657,approx,geocoding.jp
ジンギスカンOthello,貝沢町,050-1295-1519,飲食店,,36.340046,139.025266,approx,geocoding.jp
シンキチ醸造所,若松町,080-6629-2017,飲食店,,36.319088,139.006858,approx,geocoding.jp
しんこう園/shinkouen cafe,下里見町,027-343-4326,飲食店,,36.35303,138.925195,approx,geocoding.jp
信州そば処 小木曽製粉所,棟高町,027-395-0101,飲食店,イオンモール,36.390894,139.007158,approx,geocoding.jp
信州そば処 そじ坊,八島町,027-310-2070,飲食店,モントレー,36.323131,139.011837,approx,geocoding.jp
スゥイートバジル,菅谷町,027-372-5768,飲食店,,36.381354,139.020138,approx,geocoding.jp
SUZZY'S,砂賀町,090-9207-0954,飲食店,,36.323294,139.008819,approx,geocoding.jp
Soup curry Sugar,中居町,027-384-3813,飲食店,,36.321019,139.03799,approx,geocoding.jp
すかや石原店,聖石町,027-322-1139,飲食店,,36.316776,138.998281,approx,geocoding.jp
すかや 末広支店,末広町,027-322-3600,飲食店,,36.333169,139.006976,approx,geocoding.jp
すかや鶴見店,八島町,027-323-1170,飲食店,,36.32033,139.009661,approx,geocoding.jp
鮨 むらかみ,八千代町,027-325-7239,飲食店,,36.321617,138.990165,approx,geocoding.jp
鮨 一,下大類町,027-388-8345,飲食店,,36.312488,139.062983,approx,geocoding.jp
寿司・食事処 桜美,北久保町,027-325-7819,飲食店,,36.338509,138.979875,approx,geocoding.jp
寿司うなぎ太刀,島野町,027-352-2262,飲食店,,36.327866,139.06785,approx,geocoding.jp
鮨おかだ,大橋町,027-325-0084,飲食店,,36.337141,138.998463,approx,geocoding.jp
鮨 小野瀬,上小塙町,027-340-7322,飲食店,,36.359547,138.978058,approx,geocoding.jp
寿司割烹 豊,岩押町,027-323-2193,飲食店,,36.321242,139.022095,approx,geocoding.jp
寿司と旬菜 なごみ,栄町,027-329-6605,飲食店,ヤマダデンキ LABI1,36.322749,139.013593,approx,geocoding.jp
寿し真,中尾町,027-365-0222,飲食店,,36.374699,139.023574,approx,geocoding.jp
スシロー高崎飯塚店,飯塚町,027-370-1066,飲食店,,36.344929,139.008788,approx,geocoding.jp
スシロー高崎南店,下之城町,027-310-5800,飲食店,,36.310412,139.034332,approx,geocoding.jp
鈴木亭,江木町,090-5567-8401,飲食店,,36.335089,139.023628,approx,geocoding.jp
鈴与し,鶴見町,027-322-4855,飲食店,,36.318753,139.010617,approx,geocoding.jp
スターサンジ LABI1高崎店,栄町,050-1860-4899,飲食店,ヤマダデンキ LABI1,36.322854,139.013596,approx,geocoding.jp
スターバックスコーヒー,八島町,027-310-1220,飲食店,イーサイト,36.330352,139.022418,approx,geocoding.jp
スターバックスコーヒー,八島町,027-326-4919,飲食店,モントレー,36.330352,139.022418,approx,geocoding.jp
スターバックスコーヒー,八島町,027-310-5570,飲食店,OPA,36.330352,139.022418,approx,geocoding.jp
STARBUCKS COFFEE（1階店）,棟高町,027-310-9051,飲食店,イオンモール,36.390819,139.007219,approx,geocoding.jp
STARBUCKS COFFEE（2階店）,棟高町,027-388-1695,飲食店,イオンモール,36.390819,139.007219,approx,geocoding.jp
すたみな太郎PREMIUM BUFFET 高崎店,新保町,027-353-8833,飲食店,,36.340939,139.042393,approx,geocoding.jp
Steak Baru COWBOY,宮元町,027-386-9850,飲食店,,36.324191,139.004967,approx,geocoding.jp
ステーキ．山 高崎上大類店,上大類町,027-352-1701,飲食店,,36.336247,139.029576,approx,geocoding.jp
ステーキ＆ハンバーグ GGCキッチン,中泉町,027-372-7330,飲食店,,36.369216,139.00064,approx,geocoding.jp
ステーキのドン 高崎北店,緑町,027-362-9933,飲食店,,36.352626,139.004685,approx,geocoding.jp
ステーキ宮 上豊岡店,上豊岡町,027-343-8123,飲食店,,36.340722,138.965171,approx,geocoding.jp
ステーキ宮 高崎東店,上大類町,027-386-2929,飲食店,,36.33712,139.02802,approx,geocoding.jp
すないごの季,上小塙町,027-344-4344,飲食店,,36.359208,138.979564,approx,geocoding.jp
スナック ハーフムーン,柳川町,027-325-1929,飲食店,,36.328881,139.004616,approx,geocoding.jp
スナック アンジェラス,上大類町,027-352-7188,飲食店,,36.336295,139.030205,approx,geocoding.jp
スナック フレンド,倉賀野町,027-347-3490,飲食店,,36.303125,139.054782,approx,geocoding.jp
スナック れんげ,下小塙町,027-343-7446,飲食店,,36.349639,138.981225,approx,geocoding.jp
巣の鳥 高崎西口店,八島町,027-384-4456,飲食店,,36.322597,139.010889,approx,geocoding.jp
spice curry 梵 boy,片岡町,027-329-6389,飲食店,,36.319769,138.992187,approx,geocoding.jp
スパゲッティ専科はらっぱ,八島町,027-322-5455,飲食店,モントレー,36.322384,139.017437,exact,geocoding.jp
スパゲティー専科 はらっぱ 高崎駅東口店,栄町,027-395-4032,飲食店,,36.321833,139.01519,approx,geocoding.jp
スペイン料理 Potoro,通町,080-1093-5316,飲食店,,36.325345,139.008485,approx,geocoding.jp
スポーツバー＆ダイニング ピッチ,旭町,027-386-6185,飲食店,,36.324725,139.010494,approx,geocoding.jp
スマイルダイニング 悟天,上並榎町,027-315-8882,飲食店,,36.344793,138.993121,approx,geocoding.jp
炭こう,下和田町,027-315-0088,飲食店,,36.314706,139.013254,approx,geocoding.jp
炭と鮨 座銀 THE GIN,通町,027-381-8328,飲食店,,36.325079,139.009239,approx,geocoding.jp
炭火鳥,上小塙町,080-9663-0191,飲食店,,36.316686,139.030538,approx,geocoding.jp
炭火bistro GOETHE(ゲーテ),連雀町,027-381-8310,飲食店,,36.32426,139.007345,approx,geocoding.jp
炭火焼 ほるもん高崎,貝沢町,027-362-6634,飲食店,,36.339729,139.025436,approx,geocoding.jp
炭火焼鳥まるよし,筑縄町,027-387-0169,飲食店,,36.347693,138.989144,approx,geocoding.jp
炭火焼肉 千味庭,下小鳥町,027-365-2626,飲食店,,36.35333,138.992986,approx,geocoding.jp
炭火焼肉 ホドリ,柳川町,027-325-4064,飲食店,,36.327358,139.003992,approx,geocoding.jp
炭火焼肉ぎょうてん 高崎店,高関町,027-323-2786,飲食店,,36.32637,139.031608,approx,geocoding.jp
炭火焼ホルモンFuu～フウ～,通町,027-388-8324,飲食店,,36.323689,139.00918,approx,geocoding.jp
すみれ食堂,宮元町,027-322-5314,飲食店,,36.325924,139.004644,approx,geocoding.jp
SLOW TIME,鞘町,027-325-3790,飲食店,,36.324673,139.005687,approx,geocoding.jp
清仁軒,本町,027-327-3737,飲食店,,36.330904,139.003856,approx,geocoding.jp
清水十割そばいち高崎総本店,島野町,027-350-9123,飲食店,,36.337984,139.058483,approx,geocoding.jp
世界の銘酒屋 やました,下横町,027-322-6047,飲食店,,36.321343,139.006757,approx,geocoding.jp
セレンディップ,島野町,027-386-5526,飲食店,,36.345294,139.051449,approx,geocoding.jp
Zen,八幡町,080-9538-7037,飲食店,,36.340927,138.945023,town,gsi
創作料理 和進,新町,0274-42-3324,飲食店,,36.276725,139.107094,approx,geocoding.jp
蕎麦 ほしの,通町,027-386-3495,飲食店,,36.3259,139.009003,approx,geocoding.jp
蕎麦一,島野町,027-352-3711,飲食店,,36.337984,139.058483,approx,geocoding.jp
そばきり,問屋町西,027-361-4928,飲食店,,36.350435,139.006951,approx,geocoding.jp
そばサロン おおの,箕郷町上芝,027-371-4479,飲食店,,36.380062,138.96753,approx,geocoding.jp
そば三昧,栄町,027-322-8008,飲食店,ヤマダデンキ LABI1,36.323184,139.013948,approx,geocoding.jp
そば盛,金古町,027-373-7353,飲食店,,36.407783,138.998925,approx,geocoding.jp
そば仙,緑町,027-362-0671,飲食店,,36.354457,139.006494,approx,geocoding.jp
そば処 いち川,剣崎町,027-343-8996,飲食店,,36.347304,138.956289,approx,geocoding.jp
そば処 いな垣,吉井町池,027-387-8578,飲食店,,36.267642,138.990951,approx,geocoding.jp
そば処 ざぜん川,福島町,027-372-0534,飲食店,,36.368322,139.001095,approx,geocoding.jp
そば処 うちだ,南大類町,027-333-7476,飲食店,,36.321744,139.038091,approx,geocoding.jp
そば処 砂場,倉賀野町,027-346-2330,飲食店,,36.297652,139.046269,approx,geocoding.jp
そば処 つゆ下梅の花 筑縄店,筑縄町,027-365-2360,飲食店,,36.349857,138.987246,approx,geocoding.jp
そば処 つゆ下梅の花 本店,栄町,027-323-1140,飲食店,,36.318738,139.016379,approx,geocoding.jp
そば処 つゆ下梅の花 東口店,栄町,027-327-4178,飲食店,,36.334227,139.002092,approx,geocoding.jp
そば処 馬車屋,京目町,027-352-2728,飲食店,,36.340773,139.062566,approx,geocoding.jp
そばとし,寺尾町,027-322-3232,飲食店,,36.296308,139.008639,approx,geocoding.jp
そばはや,問屋町,027-363-6160,飲食店,,36.351096,139.009709,approx,geocoding.jp
そば芳,通町,,飲食店,,36.32462,139.00964,approx,geocoding.jp
そると。,飯塚町,027-386-9296,飲食店,,36.343034,139.00025,approx,geocoding.jp
大吉庵,棟高町,027-373-6699,飲食店,,36.385855,139.000526,approx,geocoding.jp
大恵鮨,倉賀野町,027-346-3326,飲食店,,36.298713,139.039316,approx,geocoding.jp
大黒屋下小鳥店,下小鳥町,,飲食店,,36.354681,139.00032,approx,geocoding.jp
DAICON,山名町,027-388-0808,飲食店,,36.278126,139.038276,approx,geocoding.jp
大庄水産高崎西口店,八島町,027-323-8011,飲食店,,36.322613,139.010203,approx,geocoding.jp
大蔵坊こばやし,榛名湖町,027-374-9311,飲食店,,36.470667,138.86132,approx,geocoding.jp
ダイニングキッチンひなたや,足門町,080-3494-3128,飲食店,,36.390768,138.993385,approx,geocoding.jp
ダイニング酒場BO-Z,通町,027-384-4919,飲食店,,36.324244,139.010057,approx,geocoding.jp
DINING SALUTE,岩押町,027-384-4138,飲食店,,36.320047,139.021117,approx,geocoding.jp
大平軒支店,石原町,027-323-6602,飲食店,,36.311514,138.985516,approx,geocoding.jp
太平軒 本店,石原町,027-322-1636,飲食店,,36.310709,138.983364,approx,geocoding.jp
タイ屋台料理ニパー,成田町,027-384-2286,飲食店,,36.332247,139.00498,approx,geocoding.jp
太洋軒,下室田町,027-374-0098,飲食店,,36.383973,138.880348,approx,geocoding.jp
大陸,吉井町吉井川,027-387-2327,飲食店,,36.250459,138.985308,approx,geocoding.jp
タイレストラン ライタイ,東町,027-388-3525,飲食店,,36.325186,139.01492,approx,geocoding.jp
台湾料理 福源,吉井町池,027-388-8635,飲食店,,36.262456,138.990128,approx,geocoding.jp
台湾料理 長楽,並榎町,027-364-5085,飲食店,,36.34285,138.995808,approx,geocoding.jp
台湾料理福ちゃん食堂,浜川町,027-344-4299,飲食店,,36.36396,138.976924,approx,geocoding.jp
台湾料理 福味居,倉賀野町,027-347-2003,飲食店,,36.302774,139.029767,approx,geocoding.jp
高倉町珈琲 高崎店,上小鳥町,027-386-4160,飲食店,,36.35468,138.986633,approx,geocoding.jp
高崎 雨云,栄町,027-388-9890,飲食店,,36.321115,139.016478,approx,geocoding.jp
高崎 素敵亭,緑町,027-363-3949,飲食店,,36.353662,139.00687,approx,geocoding.jp
高崎オリオン座,新紺屋町,090-3408-6080,飲食店,,36.328595,139.005204,approx,geocoding.jp
高崎カメレオン,通町,027-329-6570,飲食店,,36.323752,139.01006,approx,geocoding.jp
高崎芸術劇場 シアターカフェ＆レストラン,栄町,027-328-2019,飲食店,,36.321823,139.018386,approx,geocoding.jp
高崎ゲストハウス&カフェさんぽ屋,倉賀野町,,飲食店,,36.297234,139.043573,approx,geocoding.jp
高崎公園亭,宮元町,027-322-3406,飲食店,,36.31965,139.002931,approx,geocoding.jp
高崎甲羅本店,問屋町西,027-364-0091,飲食店,,36.351134,139.007403,approx,geocoding.jp
高崎酒多,砂賀町,,飲食店,,36.322907,139.008195,approx,geocoding.jp
高崎酒場,栄町,027-315-8882,飲食店,,36.323428,139.016409,approx,geocoding.jp
高崎市役所地下1階食堂「はくもくれん」,高松町,027-327-2580,飲食店,,36.321909,139.003305,approx,geocoding.jp
高崎青春ブタ二郎,東町,027-329-5078,飲食店,,36.323905,139.014217,approx,geocoding.jp
高崎はた山,東町,027-321-7011,飲食店,,36.323951,139.015587,approx,geocoding.jp
高崎Ring Road,筑縄町,027-395-4264,飲食店,,36.351215,138.987069,approx,geocoding.jp
高崎ワインバール,八島町,027-388-9730,飲食店,,36.322743,139.010755,approx,geocoding.jp
高崎ワシントンホテルプラザ ガスライト,八島町,027-324-2602,飲食店,,36.322033,139.010118,approx,geocoding.jp
高砂庵,柳川町,027-326-4290,飲食店,,36.327378,139.002869,approx,geocoding.jp
高田飯店,下大類町,027-352-2547,飲食店,,36.318434,139.067459,approx,geocoding.jp
拓心庵,上中居町,027-323-3003,飲食店,,36.312989,139.028701,approx,geocoding.jp
出汁林,八島町,027-329-5510,飲食店,OPA,36.323161,139.011267,approx,geocoding.jp
たっぺいちゃん,新町,0274-42-0825,飲食店,,36.27654,139.113672,approx,geocoding.jp
たばちょ,連雀町,027-329-6244,飲食店,,36.324203,139.006024,approx,geocoding.jp
玉喜寿司,赤坂町,027-327-5001,飲食店,,36.330442,139.000652,approx,geocoding.jp
たまりや,福島町,090-2640-5891,飲食店,,36.366069,139.000724,approx,geocoding.jp
だめになれるカフェ＆バー やいさほー,大八木町,027-315-8134,飲食店,,36.36134,138.999573,town,gsi
たらふく餃子,矢中町,027-352-0144,飲食店,,36.313135,139.047027,approx,geocoding.jp
タリーズコーヒー,八島町,027-310-5040,飲食店,モントレー,36.322337,139.012011,approx,geocoding.jp
タリーズコーヒー スズラン高崎店,鞘町,027-381-6634,飲食店,スズラン高崎,36.325047,139.005506,approx,geocoding.jp
だるま食堂,飯塚町,027-363-1728,飲食店,,36.344522,139.007942,approx,geocoding.jp
たん二郎,綿貫町,027-386-3332,飲食店,,36.302637,139.074667,approx,geocoding.jp
タンじろう,栄町,027-388-0005,飲食店,ヤマダデンキ LABI1,36.323038,139.013869,approx,geocoding.jp
たん二郎高崎駅西口店,通町,027-386-6626,飲食店,,36.323705,139.008865,approx,geocoding.jp
たんとん亭,中居町,027-352-5537,飲食店,,36.319532,139.042892,approx,geocoding.jp
ダンニャバード 高崎駅西口店,あら町,027-323-1223,飲食店,,36.322078,139.007779,approx,geocoding.jp
ダンニャバード 高崎貝沢店,貝沢町,027-363-6010,飲食店,,36.339863,139.026343,approx,geocoding.jp
ダンニャバード 冷水店,冷水町,027-372-8180,飲食店,,36.402693,139.00795,approx,geocoding.jp
段平寿司,成田町,027-323-2515,飲食店,,36.332136,139.005556,approx,geocoding.jp
丹涼,本町,027-323-0093,飲食店,,36.33065,139.004366,approx,geocoding.jp
地域支え合いセンター 近隣大家族 金井淵,金井淵町,027-343-3111,飲食店,,36.349783,138.956746,approx,geocoding.jp
Chee's cafe dining,箕郷町下芝,027-395-0029,飲食店,,36.378228,138.96162,approx,geocoding.jp
Chicken Dining owl,通町,027-384-4940,飲食店,,36.323845,139.00968,approx,geocoding.jp
ちぐら,中居町,027-352-9862,飲食店,,36.315299,139.045695,approx,geocoding.jp
馳走CO-JIRO（コジロウ）,八千代町,027-384-3874,飲食店,,36.321128,138.993118,approx,geocoding.jp
馳走 なか川,和田町,027-325-0728,飲食店,,36.315652,139.011663,approx,geocoding.jp
馳走屋 魚喜,東中里町,027-347-7573,飲食店,,36.306268,139.059664,approx,geocoding.jp
ちっこい食どう大湊,中里見町,090-9427-9257,飲食店,,36.363552,138.913685,approx,geocoding.jp
CHINA BAR 縁,宮元町,090-5553-6609,飲食店,,36.324436,139.005215,approx,geocoding.jp
チャイナはうす龍,石原町,027-326-2528,飲食店,,36.305296,139.001491,approx,geocoding.jp
チャイニーズ・ファン ココグラン店,東町,027-310-2288,飲食店,,36.324668,139.013228,approx,geocoding.jp
チャイニーズレストラン 雪園,緑町,027-362-2626,飲食店,,36.352814,139.008249,approx,geocoding.jp
茶楽人,上並榎町,027-363-0368,飲食店,,36.342854,138.991558,approx,geocoding.jp
ちゃんこダイニング髙馬鵬,上佐野町,027-329-5738,飲食店,,36.306348,139.023817,approx,geocoding.jp
中華・居酒屋らいち,上中居町,027-388-0899,飲食店,,36.316154,139.027025,approx,geocoding.jp
中華居酒屋龍翔,八島町,027-386-3199,飲食店,,36.322211,139.009617,approx,geocoding.jp
中華食堂日高屋,八島町,027-324-4100,飲食店,イーサイト,36.322152,139.012942,approx,geocoding.jp
中華そば ぺる鶏,通町,050-3595-0176,飲食店,,36.32587,139.009424,approx,geocoding.jp
中華ダイニング 好HAO,緑町,090-1120-1078,飲食店,,36.350684,139.004319,approx,geocoding.jp
中華ダイニング 海菜楼,貝沢町,027-315-1400,飲食店,,36.343205,139.02471,approx,geocoding.jp
中華料理 名菜,八島町,027-388-8171,飲食店,OPA,36.323081,139.011073,approx,geocoding.jp
中華料理 愛華飯店,下里見町,027-343-8828,飲食店,,36.361919,138.915934,approx,geocoding.jp
中華料理 成都,嘉多町,027-381-6520,飲食店,,36.329529,139.003995,approx,geocoding.jp
中華料理正道軒,上並榎町,027-362-1185,飲食店,,36.347394,138.987674,approx,geocoding.jp
中華料理 同源,浜尻町,027-364-5177,飲食店,,36.352106,139.01199,approx,geocoding.jp
中国料理 龍翔飯店,緑町,027-364-1288,飲食店,,36.352387,139.000518,approx,geocoding.jp
中国料理 福来香,大八木町,027-362-9133,飲食店,,36.358278,139.000724,approx,geocoding.jp
中国料理 桃の花,町屋町,027-329-5185,飲食店,,36.351553,138.954531,approx,geocoding.jp
中国料理四川,中豊岡町,027-327-4000,飲食店,,36.334296,138.976489,approx,geocoding.jp
中国料理萬嵐,通町,027-327-0012,飲食店,,36.323659,139.008925,approx,geocoding.jp
Choinomi KATSU,通町,070-8551-0217,飲食店,,36.323564,139.009316,approx,geocoding.jp
Choinomi KATSU,八島町,070-8551-0217,飲食店,イーサイト,36.323564,139.009316,approx,geocoding.jp
朝鮮飯店 倉賀野店,倉賀野町,027-347-4129,飲食店,,36.302614,139.05476,approx,geocoding.jp
朝鮮飯店 高崎駅西口店,八島町,027-327-3360,飲食店,,36.32262,139.010743,approx,geocoding.jp
朝鮮飯店 高崎駅東口店,東町,027-328-2983,飲食店,,36.325008,139.01533,approx,geocoding.jp
朝鮮飯店 高前店,問屋町西,027-362-2040,飲食店,,36.350155,139.005547,approx,geocoding.jp
ちる家 彌烏不゜,棟高町,027-315-2094,飲食店,,36.383639,139.008389,approx,geocoding.jp
陳麻家,八島町,027-321-9970,飲食店,モントレー,36.322276,139.011969,approx,geocoding.jp
築地銀だこ GINDACO,棟高町,027-310-9770,飲食店,イオンモール,36.389697,139.006931,approx,geocoding.jp
築地食堂 源ちゃん,棟高町,027-310-0002,飲食店,イオンモール,36.389697,139.006931,approx,geocoding.jp
月の海,赤坂町,,飲食店,,36.325015,139.010013,approx,geocoding.jp
九十九,通町,027-327-9109,飲食店,,36.324321,139.009863,approx,geocoding.jp
椿食堂,椿町,090-6138-8418,飲食店,,36.330819,139.00748,approx,geocoding.jp
つるや,榛名湖町,027-374-9253,飲食店,,36.472298,138.860225,exact,geocoding.jp
てぃーだ,貝沢町,027-395-0940,飲食店,,36.344729,139.024683,approx,geocoding.jp
tea room WANDEL,井出町,027-373-6620,飲食店,,36.373696,138.989543,approx,geocoding.jp
TIGA矢中店,矢中町,027-381-5926,飲食店,,36.311037,139.049979,approx,geocoding.jp
Di PUNTO,八島町,027-387-0139,飲食店,イーサイト,36.322152,139.012942,approx,geocoding.jp
手打ちうどん むぎなわ,片岡町,027-325-5156,飲食店,,36.319677,138.993551,approx,geocoding.jp
手打ちうどん たらっぺ,新保町,027-353-1696,飲食店,,36.346326,139.037029,approx,geocoding.jp
手打ちうどん ぼちぼち,上並榎町,090-7283-9200,飲食店,,36.346857,138.989438,approx,geocoding.jp
手打そば 一期一会,吉井町池,027-388-3833,飲食店,,36.281289,138.997188,approx,geocoding.jp
手打ちそば 亀鶴庵,中室田町,,飲食店,,36.396031,138.859763,approx,geocoding.jp
手打ちそば そばっ喰ひ,石原町,090-3234-2981,飲食店,,36.309745,138.989549,approx,geocoding.jp
手打ちそば和食処 悠水,下室田町,027-374-4919,飲食店,,36.382655,138.895558,approx,geocoding.jp
デザート王国,棟高町,027-310-9252,飲食店,イオンモール,36.39064,139.006842,approx,geocoding.jp
鉄板酒場エイト,田町,027-335-6175,飲食店,,36.328065,139.007729,approx,geocoding.jp
